name,location_x,location_y,reviews,rating,staff,facilities,cleanliness,comfort,money_value,location,wifi,night_price
Oasis de Tiout,30.39147218,-8.69145691,91,9.3,9.8,8.9,9.3,9.2,9.4,9.4,10,446
Auberge Restaurant Targa Taliouine,30.55055069,-7.96858506,13,7.5,9.6,7.5,7.9,8.1,8.3,8.1,9.6,309
Riad Ayadina & SPA,31.64394217,-7.99082637,235,8.9,9.6,9,9.3,9.3,9,8.3,8.5,1654
Hotel Moulay Yacoub,34.08774184,-5.17500043,439,5.1,7.6,4.9,5.8,5.5,5.8,6.9,3.8,259
Mama Souiri Hotel,31.51219,-9.772066,666,7.7,8.6,7.7,7.9,7.9,8.1,9.2,7.6,335
Hotel Atlal,35.087579,-2.236196,31,5.2,7.2,5.4,6.1,6,6,7.8,7.5,591
Suite Azur Hotel,31.514715,-9.769387,510,9,9.4,9,9.5,9.4,8.7,9.4,8.1,3210
Dar Tourkia,30.47410783,-8.87325568,354,9.3,9.6,9.3,9.5,9.4,9.1,9.6,8.7,577
Kasbah Tissint,29.90706665,-7.31730759,41,8,8.7,8.3,8.5,8.6,7.6,8.4,8.3,697
M'hamid Desert Camp Tours,29.82595985,-5.72203551,12,9.7,9.6,9,9.4,9.4,10,9.8,9.6,267
Hotel AMOUDOU فندق أمودو,29.69178149,-9.72683384,67,8.2,8.7,8,8.7,8.5,9,8.2,8.8,286
Hotel Imilchil,32.63902055,-5.9188992,71,8.4,9.2,7.7,9,8.2,9.1,8.5,7.5,145
SOBOL Le Chant des Oliviers,31.55884348,-7.85381377,135,8.9,9.5,8.9,9.3,9.3,8.9,8.4,7.5,1188
Hilton Garden Inn Tanger City Centre,35.77378314,-5.7871203,2,8,8.5,8,8.4,8.5,7.6,9.1,8.4,1400
Gite porte oasis,31.93214063,-4.3960954,92,7.9,8.7,8,8.4,8.1,8.3,8.2,9.4,321
"Radisson Blu Resort, Saidia Garden",35.10758652,-2.30704457,80,6.9,7.9,7.5,7.7,7.8,7,8.2,9.5,765
Urban Hotel & Spa,34.25169679,-6.58462766,85,9.3,9.7,9.7,9.9,9.8,9.2,9.3,9.7,1083
Dar Iziki,31.35511014,-9.79493358,242,9.4,9.8,9.1,9.3,9.3,9.6,9.4,8.5,286
Maison du Soleil,29.70278274,-9.73178118,104,9.1,9.7,9.1,9.5,9.4,9.1,8.8,9.2,557
Riad Tafilag,30.474467,-8.87790263,420,9.2,9.8,9.3,9.6,9.4,9.1,9.3,8.4,584
La Porte du Dades,31.30390323,-6.03394434,122,9.3,9.9,9.1,9.5,9.3,9.5,8.8,7.5,446
Hotel & Spa Dar Bensouda,34.06253407,-4.97540049,615,9.2,9.5,9.3,9.5,9.5,9.1,8.7,8.6,2663
Desert Heart Luxury Camp,31.10048468,-3.95346299,429,9.4,9.8,9.4,9.5,9.5,9.4,9.6,7.8,1315
Residence Perle de Nouaceur Near Airport 5 mn!,33.39248864,-7.56369687,7,9.7,9.6,9.6,10,10,9.6,9.6,9.6,737
Citadelle Gorges,31.43657025,-6.00999892,46,9.5,9.9,9.3,9.5,9.5,9.7,9.6,10,417
Casa Blue Star,35.16923668,-5.25961067,635,9.2,9.6,9,9.3,9.2,9.4,9.4,8.2,446
Hotel Restaurant Bougafer,32.68282069,-4.74277854,115,8,9.4,7.8,8.3,8,8.5,8.3,9.2,446
Riad Villa Midelt,32.66904848,-4.73751873,462,8.8,9.6,8.6,8.9,9,8.9,8.1,8.3,600
Hotel & Spa Riad Dar El Aila,31.63538006,-7.99245447,268,8.7,9.5,8.7,8.9,8.8,8.9,8.5,8.3,1271
Riad Safari Fes,34.0601837,-4.97640967,373,8.4,9.1,8,8.5,8.3,8.9,8.6,7.1,242
Hôtel Narjisse,31.62157328,-7.99037308,174,7.7,8.5,7.3,8.1,7.7,8,8.7,9,552
Auberge Tinit,31.91647032,-4.45495605,121,8.5,9.1,8.6,9.1,8.9,8.8,8.2,7,568
Farah Safi,32.29553103,-9.23898026,270,6,7.7,6,6.5,6.6,6.3,7.7,7.1,658
Barceló Palmeraie,31.66129463,-7.93401182,1,7.7,8.4,7.7,8.1,8,7.6,7.7,8.2,1588
Riad Wabisabi,31.63886137,-7.99253391,31,8.9,9.7,9,9.3,9.2,8.7,7.6,9.7,1248
Auberge Tissadrine,31.52199559,-5.92890882,236,9.4,9.7,9.2,9.4,9.3,9.5,9.6,9.6,513
Premiere Classe Casablanca Centre Ville,33.59411197,-7.59931269,2,7.4,8.1,7.5,8,7.9,7.8,8.1,7.7,404
Hotel Al Massira,27.15627609,-13.20129329,179,6.8,8.2,6.8,7,7.2,6.6,8.4,7.5,876
Kasbah Dar Daif,30.90600362,-6.8815881,754,9.3,9.7,9.4,9.6,9.4,9.4,8.2,9.1,635
Riad Jomana,31.63054889,-7.9949449,549,8.9,9.7,8.6,8.9,8.8,9.3,9.1,8.3,421
Casa Del Senator Fnideq,35.855213,-5.352134,11,7.2,8.4,6.8,7,7.5,7.7,9.3,8.4,433
Bivouac Erg Chegaga Nomademoi,29.80854978,-6.19875683,4,9.2,10,8.1,8.8,8.8,8.1,10,10,938
Hôtel Zahrat Souss -Inezgane,30.35890106,-9.52939139,46,7.2,8.3,7.7,7.7,7.8,7.5,6.6,10,401
Riad Omara al Kasbah,31.61573248,-7.98869561,398,9,9.5,9,9.4,9.5,9.1,9.2,8.4,1059
L' Amphitrite Palace Resort & Spa,33.86808381,-7.05586061,114,6.1,7,6.4,7.2,7.1,5.7,8.4,8.4,1184
Camp Sahara Majestic,29.81230018,-5.76559751,64,9.5,9.9,9.9,9.9,9.9,9.9,9.9,10,223
Riad Dar Achaach,35.55174202,-5.37142396,327,9.2,9.6,9,9.5,9.5,9.2,8.9,9.2,476
Riad Faraj,31.62230453,-7.98719376,185,8.8,9.4,8.8,8.9,8.9,8.9,9.5,8.2,883
Auberge Kasbah Chez Amaliya,29.75298237,-8.96803128,233,8.8,9.5,8.5,8.9,8.8,8.9,9.3,10,481
Riad Dar Jabador,34.04136952,-6.82760864,175,9.2,9.8,8.9,9,9,9,8.4,8.6,1154
Hotel Toubkal,33.59717688,-7.61458352,241,7.2,8.5,7.1,7.4,7.6,7.3,8.4,7.7,556
Hotel De La Vallée,31.58327676,-5.59137583,53,7.9,8.8,7.6,7.7,7.9,8.7,9.5,7.5,474
Riad le Jasmin,30.478911,-8.840167,114,8.6,9.2,8.9,9.2,9,8.7,8.3,8.4,1042
Grand Mogador City Center Casablanca,33.59573514,-7.59931919,664,7.6,8,7.9,8.3,8.3,7.7,7.9,7.5,1784
Riad 7 Saints,31.636624,-7.991305,91,8.7,9.5,8.8,8.8,9,8.8,8.3,8.8,853
Yes we Camp's Agafay,31.42382975,-8.2101558,47,7.7,7.9,8.2,8.8,8.8,6.9,8.7,7.9,2305
Riad Safran et Cannelle & Spa,31.62572439,-7.98525569,173,8.9,9.7,8.8,9,8.9,8.7,9.5,9,1755
Short Term Rentals,34.25730281,-6.5868045,65,9.4,9.5,9.3,9.4,9.4,9.2,9.3,8.1,614
Riad Beldy,31.51357281,-9.77128315,595,8,8.9,7.6,8.4,8.2,8.5,9.3,9.2,316
Plage Skhirat appartement amis et familles,33.8667942,-7.06190152,1,10,10,10,10,10,10,10,10,441
Maidan El Arsa,31.64443993,-7.79507875,16,9.7,9.5,9.4,9.5,9.5,9.5,8.8,9.5,892
Teacook Marrakech,31.5990922,-7.79220879,20,9.5,10,9.1,9.6,9.1,9.8,9.3,10,502
Riad Challa Restaurant & Spa,31.62307184,-7.98844239,859,8.7,9.4,8.6,8.9,8.8,8.7,9.3,9.3,923
Dar Qamar,30.70715772,-6.44838184,46,8.9,9.2,8.8,9.2,9.2,8.1,9,9.2,1387
Riad Arbre Bleu,31.63429418,-7.99078882,308,8.6,9.1,8.6,9,8.9,8.9,8.7,7.5,1103
Café restaurante shelter calm life,31.07670809,-4.87631555,1,9,10,7.5,10,10,10,10,10,542
Appartement de LUXE Marina SAIDIA avec vue sur PISCINE Résidence TAMARIS,35.0998833,-2.2876645,29,9.9,10,9.9,10,10,10,9.6,10,634
Fes Marriott Hotel Jnan Palace,34.03262994,-5.00383258,1,8.4,8.9,8.5,8.9,8.9,8.2,8.8,8.9,1500
Riad Elite,31.61365352,-7.98601252,228,8.1,9.4,7.9,8.5,7.9,8.5,8.2,6.4,802
Riad Jnan El Cadi,31.62955662,-7.98457967,496,9.4,9.8,9.2,9.5,9.5,9.5,9,9,1346
Riad Medina Art & Suites,31.62426591,-7.98472037,573,9,9.4,9,9.2,9.2,9,9,9.6,1285
Auberge Restaurant le Safran Taliouine,30.529985,-7.910264,216,7.3,8.3,6.8,7.3,7.3,8,8.2,7.5,281
Royal Tulip City Center,35.77294856,-5.78658701,2,8.3,8.9,8.4,8.8,8.8,7.9,9,8.6,1500
La Claire Fontaine,31.63616562,-7.99088404,79,9.7,9.8,9.7,9.9,9.8,9.6,9.2,10,1531
Riad Palais Des Princesses & Spa,31.62437796,-7.98629612,598,8.9,9.4,8.8,9.3,9.1,8.8,9.4,8.2,1292
Sahara Majestic Luxury Camp,31.10039741,-3.97577361,422,9.7,9.9,9.7,9.8,9.8,9.7,9.8,8.3,1254
Vichy Thermalia Spa Hôtel,34.090593,-5.185012,681,8.6,9,8.8,8.9,9,8.1,8.8,8.7,1594
Authentic Desert luxury Camp,31.09252878,-4.006032,30,9.5,9.8,9.8,9.9,9.8,9.3,9.9,9.8,2006
Riad Le Plein Sud,31.63647049,-7.99439371,62,8.6,9.5,8.4,8.7,8.8,8.9,8.3,2.5,802
Authentique berber Camp,29.87926707,-5.68194511,55,9.8,10,9.4,9.7,9.7,10,9.9,10,401
Desert Bivouac Mhamid,29.8565991,-5.75326592,15,9,9.3,9,9,8.9,8.3,8.7,9.3,401
Essaouira Beach Hostel,31.503411,-9.762451,769,9,9.5,8.9,8.9,8.9,9.1,9.5,8.9,339
Diyar Timnay,34.05666608,-5.52384853,71,8.3,9.2,8.1,8.5,8.3,8.9,9,10,226
palais alfirdaous medina,34.06336453,-4.97474068,3,9.3,10,10,10,10,10,9.2,10,535
Noaille Hotel Casablanca,33.591423,-7.615452,581,8,9.2,7.9,8.3,8.4,8.1,7.7,9.2,1042
Auberge des Cascades Imouzzer - Paradise Valley,30.67679502,-9.47694987,98,8.4,9.3,7.7,8.6,8.3,8.3,9.4,3.8,572
Africa camps,31.09513071,-3.9520954,96,9.3,9.5,9.3,9.3,9.2,9.2,9.6,8.8,998
Oasis212 Dakhla,23.6301783,-15.86112248,35,9.3,9.9,9,9.5,9.7,9.3,9.2,9.9,2142
Dar Assarou - Toubkal National Park Lodge,31.13584,-7.916729,156,9,9.7,8.6,8.7,8.7,8.8,9.5,8.1,401
Bivouac ZAGORA,30.37071605,-5.77052785,25,9,9.5,8.7,8.9,8.9,9.1,8.5,7.5,563
Résidence Hoteliére Chez Aziz,35.16706554,-5.2678518,593,9.1,9.6,9.1,9.3,9.3,9.2,9.4,9.3,669
Borj Biramane,29.05870657,-8.85487854,45,9,8.9,9.1,9.3,9.2,8.4,9.2,6.3,669
Maroc des Merveilles - Chez L'habitant,31.19014824,-6.18206033,52,9.6,10,9,9.6,8.9,9.7,9.1,8.8,311
Riad N10,31.62458428,-7.9863739,278,8.8,9.6,8.6,8.9,8.8,9,9.6,9.3,522
Puerta Azul,35.16436624,-5.26289266,765,9.4,9.8,9.2,9.5,9.4,9.4,9,8.9,858
Riad Le Grand Large,31.51461421,-9.76931199,639,7.8,8.6,7.4,8.1,7.7,8.5,9,6.3,270
Hôtel Riad Gnaoua,31.51531677,-9.76683095,690,7.9,8.7,7.7,8.1,7.9,8.3,8.5,7.8,377
Wazo Hotel,31.67720552,-8.00195151,3,7.4,8,7.5,7.9,7.8,7.6,7.5,8.1,795
Camp Sahara Holidays,29.82780387,-5.72823982,155,9.7,9.8,9.6,9.7,9.6,9.8,9.8,9.9,334
Be Live Experience Marrakech Palmeraie - All Inclusive,31.64869516,-7.92572111,991,8.2,9.1,8.4,8.7,8.7,8.2,7.7,7.7,2820
Hotel Relax Marrakech,31.6698137,-8.0109939,2,8,8.9,8,8.4,8.3,8.2,8.5,7.3,561
"Radisson Blu Marrakech, Carré Eden",31.63450924,-8.01149477,2,8.3,8.8,8.4,8.7,8.7,8,9.2,8.5,2250
Riad Le Bel Oranger,31.63475227,-7.98980587,435,8.7,9.6,8.5,8.9,8.7,9,8.7,9.3,535
Riad Bab Essaouira,31.5145811,-9.7705717,260,9.2,9.8,8.8,9.2,9,9.2,9.4,8.3,767
Riad Anis Fes,34.0611306,-4.9807083,96,8.5,9.6,8.4,8.6,8.4,8.8,9.2,10,311
Dar Jenna 79,31.62428171,-7.98406096,103,8.9,9.7,8.5,8.8,8.9,9.5,9.6,9.6,401
Riad NaaNaa Bed & Breakfast,31.62759435,-7.98733841,174,8.9,9.5,8.9,9.3,9.3,9.1,9.1,10,1386
Riad Sidrat Fes,34.063987,-4.980518,380,9.4,9.7,9.5,9.7,9.6,9.4,9.7,9.4,892
FUENTES,35.78555048,-5.81059495,518,6.5,7.9,6.5,6.4,6.5,7.2,8.2,7.7,281
Riad Maison Du Sud,31.51405685,-9.76869106,412,8.4,9.2,8.2,8.5,8.6,8.5,9.4,6.9,714
Aiour Luxury Camp,31.058675,-4.017346,49,9.5,9.6,9.5,9.7,9.7,9.4,9.7,9.6,1805
RiadSuerteloca Merzouga,31.1240988,-4.01220888,201,9.3,9.3,9.3,9.5,9.6,9.4,9.6,9.2,942
Hôtel Atenas,35.57102616,-5.37701368,343,8.4,9.4,8.2,8.8,8.7,8.4,9.1,8.8,858
Le Chant Des Palmiers,30.69597694,-6.43610001,84,9.1,9.8,8.9,9.1,8.9,9.1,9.2,6.3,624
Kasbah Africa,31.17997844,-8.06850046,266,8.3,9.3,8,8.3,8.3,7.9,9.3,4.7,1204
Kasbah Ait Bouguemez,31.63884085,-6.4816761,19,8.6,9.2,8.2,9.5,8.7,8.6,9.5,6.9,371
africa luxury camps,31.09238917,-4.00581152,18,9.7,10,9.6,9.3,9.9,9.9,9.7,10,2006
Mimi Calpe,35.7828567,-5.8082506,247,8.9,9.6,8.7,8.9,9,8.6,9.4,7.8,2170
Riad Dar Hamid Hotel & Spa,31.62682028,-7.99066701,188,9.8,10,9.8,9.8,9.7,9.7,9.9,9.2,2909
Kasbah Hnini,30.582695,-6.151373,2,10,10,10,10,10,10,10,10,1254
Al Mandari Hôtel Tétouan,35.56905638,-5.37663431,661,8.6,9,8.6,9,9,8.7,9.1,8.9,792
Erfoud Palace,31.41901345,-4.24373209,17,7.4,8.2,6.6,7.2,7.9,6.6,7.9,2.5,1427
L'empreinte D'ifrane,33.52931719,-5.10747313,289,7.4,8.4,7.2,7.9,7.8,6.8,9.1,7.3,802
Tinfou desert camp,30.241431,-5.6030055,26,9,9.7,8.5,8.2,8.6,9.1,9.5,9.7,223
Riad De Charme Moullaoud,31.63149664,-7.98341274,344,8.3,9.4,8.3,8.5,8.6,8.3,8.5,6.8,1074
Riad Nila,35.16940387,-5.26049455,251,8.6,9.1,8.6,8.8,8.9,8.5,9.3,9.4,1334
"Sophia Village Hôtel & Spa ,Imouzzer",33.731167,-5.015646,7,7,8,8,8,8,5.5,8.5,8,1505
Dar Nour el Houda,31.63134135,-7.9846251,170,9.4,9.9,9.2,9.5,9.4,9.4,9.2,9.2,1437
La Belle Etoile,34.61553658,-5.21089334,21,9.2,9.5,9,9.4,9,9.4,9.3,9.5,502
Adam Park Marrakech Hotel & Spa,31.59596405,-7.98977494,2,8.3,8.8,8.3,8.7,8.7,8.3,8.6,8.1,1204
Zain Hotel,35.6810127,-5.32046199,308,7.4,8.3,7.4,8.3,8.1,7.7,8.1,5.9,412
Dar Marwa,32.01527912,-6.71862245,225,8.8,9.3,8.6,8.8,8.8,9.1,9.1,7.8,345
Riad Chay,30.92690535,-6.99050623,546,9.3,9.7,9.3,9.6,9.6,9.4,8.7,9.1,990
